date,hk,ak,rows,sources
2022-04-10,mancity,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-10,norwich,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-10,rbleipzig,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-16,augsburg,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-16,dortmund,wolfsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-16,freiburg,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-16,mainz,stuttgart,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-16,manunited,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-16,mgladbach,fckoln,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-16,southampton,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-16,tottenham,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-16,watford,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-17,bielefeld,bayernmunich,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-17,hoffenheim,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-17,leverkusen,rbleipzig,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-17,newcastle,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-17,unionberlin,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-17,westham,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-19,liverpool,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-20,chelsea,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-20,everton,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-20,mancity,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-20,newcastle,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-21,burnley,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-22,wolfsburg,mainz,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-23,arsenal,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-23,bayernmunich,dortmund,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-23,brentford,tottenham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-23,einfrankfurt,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-23,fckoln,bielefeld,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-23,freiburg,mgladbach,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-23,greutherfurth,leverkusen,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-23,leicester,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-23,mancity,watford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-23,norwich,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-23,rbleipzig,unionberlin,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-24,bochum,augsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-24,brighton,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-24,burnley,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-24,chelsea,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-24,hertha,stuttgart,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-24,liverpool,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-25,crystalpalace,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-28,manunited,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-29,unionberlin,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-30,astonvilla,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-30,augsburg,fckoln,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-30,bielefeld,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-30,dortmund,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-30,hoffenheim,freiburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-30,leeds,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-30,mainz,bayernmunich,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-30,newcastle,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-30,southampton,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-30,stuttgart,wolfsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-04-30,watford,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-04-30,wolves,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-01,everton,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-01,tottenham,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-01,westham,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-02,leverkusen,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-02,manunited,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-02,mgladbach,rbleipzig,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-06,bochum,bielefeld,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-07,brentford,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-07,brighton,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-07,burnley,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-07,chelsea,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-07,crystalpalace,watford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-07,fckoln,wolfsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-07,freiburg,unionberlin,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-07,greutherfurth,dortmund,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-07,hertha,mainz,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-07,hoffenheim,leverkusen,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-07,liverpool,tottenham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-08,arsenal,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-08,bayernmunich,stuttgart,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-08,einfrankfurt,mgladbach,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-08,leicester,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-08,mancity,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-08,norwich,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-08,rbleipzig,augsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-10,astonvilla,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-11,leeds,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-11,leicester,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-11,watford,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-11,wolves,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-12,tottenham,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-14,augsburg,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-14,bielefeld,rbleipzig,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-14,dortmund,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-14,leverkusen,freiburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-14,mainz,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-14,mgladbach,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-14,stuttgart,fckoln,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-14,unionberlin,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-14,wolfsburg,bayernmunich,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2022-05-15,astonvilla,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-15,everton,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-15,leeds,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-15,tottenham,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-15,watford,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-15,westham,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-15,wolves,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-16,newcastle,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-17,southampton,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-19,astonvilla,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-19,chelsea,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-19,everton,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-22,arsenal,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-22,brentford,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-22,brighton,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-22,burnley,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-22,chelsea,watford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-22,crystalpalace,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-22,leicester,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-22,liverpool,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-22,mancity,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-05-22,norwich,tottenham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2022-08-05,crystalpalace,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-05,einfrankfurt,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-06,augsburg,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-06,bochum,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-06,bournemouth,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-06,dortmund,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-06,everton,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-06,fulham,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-06,leeds,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-06,mgladbach,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-06,newcastle,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-06,tottenham,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-06,unionberlin,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-06,wolfsburg,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-07,fckoln,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-07,leicester,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-07,manunited,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-07,stuttgart,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-07,westham,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-12,freiburg,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-13,arsenal,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-13,astonvilla,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-13,brentford,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-13,brighton,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-13,hertha,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-13,hoffenheim,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-13,leverkusen,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-13,mancity,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-13,rbleipzig,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-13,schalke04,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-13,southampton,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-13,werderbremen,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-13,wolves,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-14,bayernmunich,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-14,chelsea,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-14,mainz,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-14,nottmforest,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-15,liverpool,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-19,mgladbach,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-20,augsburg,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-20,bournemouth,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-20,crystalpalace,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-20,dortmund,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-20,everton,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-20,fulham,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-20,leicester,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-20,leverkusen,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-20,stuttgart,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-20,tottenham,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-20,unionberlin,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-20,wolfsburg,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-21,bochum,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-21,einfrankfurt,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-21,leeds,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-21,newcastle,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-21,westham,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-22,manunited,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-26,freiburg,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-27,arsenal,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-27,bayernmunich,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-27,brentford,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-27,brighton,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-27,chelsea,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-27,hertha,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-27,hoffenheim,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-27,liverpool,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-27,mainz,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-27,mancity,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-27,rbleipzig,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-27,schalke04,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-27,southampton,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-28,astonvilla,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-28,fckoln,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-28,nottmforest,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-28,werderbremen,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2022-08-28,wolves,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-30,crystalpalace,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-30,fulham,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-30,leeds,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-30,southampton,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-31,arsenal,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-31,bournemouth,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-31,liverpool,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-31,mancity,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-08-31,westham,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2022-09-01,leicester,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
