date,hk,ak,rows,sources
2023-04-01,nottmforest,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-01,rbleipzig,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-01,schalke04,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-01,unionberlin,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-01,wolfsburg,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-02,fckoln,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-02,newcastle,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-02,werderbremen,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-02,westham,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-03,everton,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-04,bournemouth,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-04,chelsea,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-04,leeds,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-04,leicester,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-05,manunited,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-05,westham,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-08,astonvilla,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-08,augsburg,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-08,brentford,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-08,dortmund,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-08,freiburg,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-08,fulham,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-08,hertha,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-08,leicester,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-08,leverkusen,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-08,mainz,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-08,manunited,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-08,southampton,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-08,tottenham,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-08,wolves,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-09,bochum,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-09,hoffenheim,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-09,leeds,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-09,liverpool,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-09,mgladbach,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-14,schalke04,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-15,astonvilla,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-15,bayernmunich,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-15,chelsea,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-15,einfrankfurt,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-15,everton,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-15,fckoln,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-15,mancity,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-15,rbleipzig,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-15,southampton,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-15,stuttgart,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-15,tottenham,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-15,wolves,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-16,nottmforest,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-16,unionberlin,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-16,werderbremen,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-16,westham,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-16,wolfsburg,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-17,leeds,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-21,arsenal,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-21,augsburg,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-22,bochum,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-22,brentford,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-22,crystalpalace,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-22,dortmund,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-22,fulham,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-22,hertha,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-22,hoffenheim,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-22,leicester,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-22,liverpool,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-22,mainz,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-23,bournemouth,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-23,freiburg,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-23,leverkusen,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-23,mgladbach,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-23,newcastle,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-25,astonvilla,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-25,leeds,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-25,wolves,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-26,chelsea,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-26,mancity,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-26,nottmforest,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-26,westham,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-27,everton,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-27,southampton,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-27,tottenham,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-28,bochum,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-29,brentford,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-29,brighton,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-29,crystalpalace,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-29,einfrankfurt,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-29,fckoln,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-29,rbleipzig,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-29,schalke04,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-29,stuttgart,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-29,unionberlin,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-30,bayernmunich,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-30,bournemouth,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-30,fulham,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-30,liverpool,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-30,manunited,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-30,newcastle,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-30,wolfsburg,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-01,leicester,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-02,arsenal,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-03,liverpool,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-03,mancity,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-04,brighton,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-05,leverkusen,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-05,mainz,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-06,augsburg,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-06,bournemouth,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-06,freiburg,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-06,hertha,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-06,hoffenheim,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-06,liverpool,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-06,mancity,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-06,mgladbach,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-06,tottenham,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-06,werderbremen,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-06,wolves,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-07,dortmund,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-07,newcastle,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-07,westham,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-08,brighton,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-08,fulham,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-08,nottmforest,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-12,fckoln,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-13,astonvilla,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-13,bayernmunich,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-13,bochum,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-13,chelsea,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-13,crystalpalace,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-05-13,dortmund,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-05-13,einfrankfurt,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
