target,fold,match_id,kickoff_timestamp,configuration,probability,market_probability,odds,outcome,pit_status,data_quality,uncertainty,decision_status,research_holdout_locked
home_win,0,42f5461c66056eae7b04,2024-12-29 14:30:00+00:00,MARKET_ONLY,0.12693025623621246,0.12693025623621246,7.5,0,NON_PIT,1.0,0.2538605124724249,COUNTERFACTUAL_NON_PIT,False
home_win,0,01665baaa875a24c3ec3,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.5565101929235337,0.5565101929235337,1.67,1,NON_PIT,1.0,0.8869796141529327,COUNTERFACTUAL_NON_PIT,False
home_win,0,0777e9d9c7b8c737873b,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.375767498976668,0.375767498976668,2.5,1,NON_PIT,1.0,0.751534997953336,COUNTERFACTUAL_NON_PIT,False
home_win,0,09cf18a01f16b10c6387,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.31279620853080564,0.31279620853080564,3.0,1,NON_PIT,1.0,0.6255924170616113,COUNTERFACTUAL_NON_PIT,False
home_win,0,1302df00c7515f530067,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.6585824796153043,0.6585824796153043,1.42,0,NON_PIT,1.0,0.6828350407693915,COUNTERFACTUAL_NON_PIT,False
home_win,0,2910afefc8700dfaff7f,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.5879059350503919,0.5879059350503919,1.6,0,NON_PIT,1.0,0.8241881298992162,COUNTERFACTUAL_NON_PIT,False
home_win,0,2a8e71ed17864785cecc,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.6117647058823529,0.6117647058823529,1.5,0,NON_PIT,1.0,0.7764705882352942,COUNTERFACTUAL_NON_PIT,False
home_win,0,3658ce6285308438a3f5,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.41568296795952775,0.41568296795952775,2.2,1,NON_PIT,1.0,0.8313659359190555,COUNTERFACTUAL_NON_PIT,False
home_win,0,3f6780ae0f02ac4be853,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.5185185185185186,0.5185185185185186,1.8,1,NON_PIT,1.0,0.9629629629629628,COUNTERFACTUAL_NON_PIT,False
home_win,0,52569e1786b4f9bc6755,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.4473684210526316,0.4473684210526316,2.1,1,NON_PIT,1.0,0.8947368421052632,COUNTERFACTUAL_NON_PIT,False
home_win,0,5b466ce002e1940d76bd,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.7238095238095239,0.7238095238095239,1.25,1,NON_PIT,1.0,0.5523809523809522,COUNTERFACTUAL_NON_PIT,False
home_win,0,5d6079ac7db416ebd0a9,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.4592445328031809,0.4592445328031809,2.0,0,NON_PIT,1.0,0.9184890656063618,COUNTERFACTUAL_NON_PIT,False
home_win,0,62acec9081bd573baeb8,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.5257095980311731,0.5257095980311731,1.8,0,NON_PIT,1.0,0.9485808039376538,COUNTERFACTUAL_NON_PIT,False
home_win,0,62bedc8ce22a67957dfd,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.5078597339782346,0.5078597339782346,1.85,1,NON_PIT,1.0,0.9842805320435308,COUNTERFACTUAL_NON_PIT,False
home_win,0,789aa247abf9c5f3d5df,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.42767047694126925,0.42767047694126925,2.2,1,NON_PIT,1.0,0.8553409538825385,COUNTERFACTUAL_NON_PIT,False
home_win,0,85a9a21abd4ed145bd47,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.5738880918220947,0.5738880918220947,1.65,1,NON_PIT,1.0,0.8522238163558107,COUNTERFACTUAL_NON_PIT,False
home_win,0,8883e89405295c5ff18a,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.3682310469314079,0.3682310469314079,2.5,0,NON_PIT,1.0,0.7364620938628158,COUNTERFACTUAL_NON_PIT,False
home_win,0,9bf834b446b26f456055,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.4822695035460994,0.4822695035460994,1.95,0,NON_PIT,1.0,0.9645390070921988,COUNTERFACTUAL_NON_PIT,False
home_win,0,a9b1a80053890c03c67d,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.5533287619997507,0.5533287619997507,1.7,0,NON_PIT,1.0,0.8933424760004987,COUNTERFACTUAL_NON_PIT,False
home_win,0,b44d9fb20283870d111d,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.536416983085951,0.536416983085951,1.7,1,NON_PIT,1.0,0.927166033828098,COUNTERFACTUAL_NON_PIT,False
home_win,0,c9511ef558f43249ae17,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.6346967559943583,0.6346967559943583,1.48,0,NON_PIT,1.0,0.7306064880112835,COUNTERFACTUAL_NON_PIT,False
home_win,0,cbe5feee0587491ed645,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.41025641025641024,0.41025641025641024,2.3,0,NON_PIT,1.0,0.8205128205128205,COUNTERFACTUAL_NON_PIT,False
